source	target	rank	prob	eval	pval	score	ss	nscore
apl5	vac8	0.034717936821452314	99.14988653548727	3.432200460346103e-10	6.663332499583073e-14	115.08744501464963	40.249720495923945	0.3812106004750628
cut15	mis4	0.011532224321051986	97.39979466097451	0.0006133514490078262	1.185748708622531e-7	73.20204915164602	33.84966764977169	0.8605648024987143
rrp12	gcn1	0.212643813228478	99.9	1.7233687939614086e-24	3.478505426185217e-28	306.0006045745661	83.7	0.45667335971993495
cut15	kap95	0.014740863275232071	98.4999492385656	5.585696017507576e-7	1.0830512453249846e-10	91.69994547435674	37.49346609744156	0.33737289896550154
kap114	SPBC11G11.07	0.027815888012443918	99.8	2.2516660498395406e-17	4.415880433163923e-21	199.54924204316086	64.79969135728966	0.4613426503237835
rrp12	elf1	0.012456396584512981	97.34998715973208	6.917369442208504e-5	1.3674794331177343e-8	90.48403174041263	28.0	0.5410458472631507
sal3	apl3	0.011845293084690576	97.69979529149485	0.0013416407864998738	2.615339366124404e-7	74.64261517390719	47.31722730676429	1.0954959106827284
imp1	SPCC18.17c	0.030052261245382406	98.69979736554681	6.379655163094632e-8	1.2672805529952711e-11	90.48917062278778	34.64996392494515	0.3284556425144064
gcn1	apl6	0.03487561126583604	99.3	1.1384199576606166e-10	2.2494443758403985e-14	151.34563092471484	60.249979253108464	0.45899478812611383
cnd3	tef3	0.0105653912050257	96.2	0.0016522711641858306	3.22490309931942e-7	75.09833553415149	19.23122460999299	0.5251445713737053
knd1	apl6	0.022937761333516268	99.04998738011025	8.843076387773656e-9	1.7233687939614085e-12	120.18165417400444	52.202011455498535	0.4108736728218972
SPAC26H5.04	sec21	0.04064313138365698	99.04998738011025	5.2249401910452525e-9	1.0392304845413263e-12	119.70588957941877	50.74583726770108	0.6243954741601087
apl2	utp20	0.015448338725919043	98.29994913528695	1.823458252881047e-5	3.6207733980463346e-9	98.24713736287688	52.14805844899693	0.45992419782803107
kap123	mot1	0.015578333720334207	99.09994954590039	1.7683325479106016e-8	3.3166247903553996e-12	131.29996191926332	68.04469119630127	1.1937041267053483
lia1	knd1	0.014083199510667404	97.84937403989869	9.262828941527528e-6	1.8384776310850234e-9	75.94866687440933	26.339324213046925	0.42272545502626574
sal3	utp20	0.04542698675865853	99.7	7.259476565152614e-14	1.42828568570857e-17	188.7177522121329	88.16802141366222	0.3354188922118455
SPAC26H5.04	apl1	0.0426549786801496	99.4	6.406246951218786e-12	1.2845232578665129e-15	138.69639505048426	49.64876634922564	0.3952759330683327
kap104	tor1	0.038267232505656876	99.64998745609554	1.3798550648528273e-13	2.6739483914241874e-17	180.97229069666992	79.04302625785527	0.5881960827404646
sip1	alp1	0.015229954311915877	97.99673463947664	0.0006982836100038436	1.3416407864998738e-7	86.1524230651698	62.06061553030231	0.5357325001919819
SPBC11G11.07	sal3	0.018572932413261342	99.7	3.3196385345395666e-15	6.465291950097845e-19	181.74883768541685	60.9	0.4054289291211285
knd1	SPAC12B10.01c	0.013620654731991427	97.49979487157908	0.00017041126723312637	3.363034344160047e-8	89.84386456514434	36.549965800257596	0.5630090289388499
SPBC1105.01	kap123	0.02602507604878269	98.99979797959185	1.9595917942265423e-6	3.857460304397182e-10	101.52940460772928	74.7993983933026	1.0079355340577723
apl4	SPBC25H2.16c	0.031131657097843112	99.8	5.238320341483518e-19	1.0129165809680479e-22	196.5446514153972	44.9	2.1654535758563815
utp10	kap104	0.039698502192092096	99.64998745609554	1.0464224768228175e-13	2.0149441679609884e-17	174.51974100370424	74.0	0.5304778919705141
kap95	SPAC328.01c	0.034465550631997965	99.8	2.9664793948382654e-16	5.830951894845301e-20	191.79997393117654	82.24986322177077	0.5459174087286193
tor1	tti1	0.020248557974359566	98.39994918697874	0.0001449137674618944	2.898275349237888e-8	94.4695188936622	68.0424132435057	0.5639207374417861
vac8	alp1	0.019923283529460562	98.54968290157001	8.872429205127533e-8	1.7435595774162694e-11	100.19500985578074	33.399401192236965	0.30746766196598324
tef3	cut15	0.016546666417860456	98.09994903158717	3.1e-6	6.1e-10	88.4058821572411	30.4	0.4098123433636566
sip1	utp10	0.03583015556961066	99.24988664980933	8.197560612767678e-10	1.624807680927192e-13	152.79371714831734	70.949559547611	0.4018355265063472
kap95	gcn1	0.03645500285261138	99.7499874686709	1.1171392035015153e-15	2.1908902300206646e-19	203.88702754221515	84.19976246997375	0.4072298622378144
rrp12	alp1	0.031131595938195533	98.99979797959185	2.569046515733026e-6	5.049752469181039e-10	104.87935926577735	77.38992182448564	0.4227575369985691
prp10	mot1	0.0650456415946896	99.9	3.0397368307141325e-20	5.9380131357214094e-24	253.91443440655357	69.9622040819184	1.2130478481288094
SPAC12B10.01c	apl1	0.018755227595243805	97.99979591815485	8.024961059095553e-6	1.5874507866387542e-9	95.98979112384816	36.10263148303736	0.5519842837003242
kap104	alp1	0.0155659148929263	98.24937658835297	0.00018761663039293717	3.591656999213594e-8	81.8016503500999	71.49825172687791	0.9895350273889099
SPAC12B10.01c	kap114	0.010347345270589604	96.54998705333936	0.004281354925721529	8.316249154516716e-7	74.54743456350461	29.442825951324714	0.3931681437387833
SPCC794.11c	ent1	1.0	100.0	5.0911688245431426e-42	9.969954864491614e-46	367.2999863871492	19.849937027607922	2.473814356783373
cnd1	tor1	0.028523734847993285	98.84988619113328	1.3856406460551019e-5	2.638181191654584e-9	104.27017790336794	82.89849214551494	1.0968030923185874
sal3	apl4	0.013791300379303227	98.4	3.1733263305244865e-5	6.0e-9	89.19641248391103	52.89782604228646	0.8169189462991177
SPCC550.11	sip1	0.014537152717631622	98.04988526255399	7.974960814950754e-5	1.51657508881031e-8	94.19235637778684	49.89839676783213	0.6121814984547962
apl3	cnd3	0.016063215449785232	98.0	0.000458257569495584	8.863972021616495e-8	77.43448844022927	50.699605521147795	0.989490391235331
SPAC12B10.01c	tor1	0.01607393006641731	97.5	8.584870412533902e-5	1.6911534525287763e-8	100.34241376407087	35.849686191095174	0.43711662405256574
kap109	kap111	0.02370131293527103	99.84998748122105	2.0445048300260873e-19	3.9686269665968855e-23	216.59409040876437	69.59971264308496	0.5198809402618227
SPBC1105.01	tef3	0.014861204005434475	97.8	2.5099800796022264e-6	4.876474136094643e-10	102.44461918519684	25.548776878747052	0.49039616194350344
kap104	cut15	0.016402539166248595	98.59994929004782	9.549869109050656e-7	1.8761663039293716e-10	90.2476592494232	41.94997020261159	0.5661603846613597
cnd1	SPAC26H5.04	0.014022910180969248	97.9499872383861	0.0009746794344808964	1.8973665961010275e-7	75.77090470622612	54.92813486729729	1.1316040544872283
vma13	arz1	0.038774692649678776	98.84998735457684	2.4738633753705963e-8	4.806245936279167e-12	95.89478609392692	37.099865228865724	0.6086764268354289
kap109	alp14	0.010625453718636213	96.9499871067552	0.008787491109526086	1.6881943016134132e-6	65.44570268550869	36.59877047115108	0.5669231827330928
SPBC1703.03c	SPAC12B10.01c	0.012643447644356001	97.14988419962218	5.916079783099616e-5	1.174734012447073e-8	89.29910413884342	21.84994279168712	0.6946976243298807
kap111	kap123	0.016043719348350836	99.6	7.348469228349535e-13	1.4449913494550755e-16	159.5728047005504	71.31213080535457	0.4405785229875358
kap104	mms19	0.017918400409591778	98.59994929004782	4.124318125460256e-5	8.0e-9	87.69857467484863	82.4	1.5374879775288495
elf1	SPBC25H2.03	0.02660135543414188	99.04998738011025	1.1229425630903835e-11	2.179449471770337e-15	147.74186948864565	27.04995378923964	0.58853051836613
sec21	mms19	0.011197064754028107	97.24998714652871	0.005813776741499453	1.140175425099138e-6	69.64998205312044	42.86222112770172	0.5197999733443496
hgh1	tef3	0.010352294372389817	96.04998698594393	0.0012961481396815719	2.592296279363144e-7	65.92404720585652	14.345731072343437	0.45607873497895074
lia1	apl2	0.045922007019253114	99.09979818344738	5.455272678794343e-11	1.0564090116995406e-14	106.7339683512236	28.191310718020897	1.1245424995674167
kap123	sec21	0.02027740076710793	98.8	1.6522711641858306e-7	3.24037034920393e-11	110.59995479203417	51.699903288110704	0.3688976562289571
prp10	pds5	0.025218129170243596	98.4999492385656	5.648008498577175e-5	1.1198214143335533e-8	92.74017468174189	65.49969465577684	1.318686741505435
ppk3	cnd3	0.010717973493136385	96.29994807890604	0.0008294576541331088	1.6232683080747925e-7	72.84229540589725	16.942254867637896	0.6073010314637962
prp10	ipi1	0.010943513103291657	95.6	0.006499230723708768	1.3e-6	61.89798058095272	16.6	0.6855821491952621
