source	target	rank	prob	eval	pval	score	ss	nscore
MTR10	SXM1	0.027270749868317165	99.9	4.895916665957459e-20	7.241546796092669e-24	222.49350552319498	69.9173798136057	0.4787153188008849
GCN1	SCC2	0.01341306751070424	97.9	0.00033674916480965476	5.019960159204453e-8	97.28843713412195	54.239837757869445	1.1143634476618145
SRP1	TSC11	0.010625263399968714	96.59746373482069	0.004369210454990695	6.387487769068525e-7	64.83147383794386	24.94393713911258	0.5246143610630127
UFD4	KAP95	0.011205651224712766	96.99994845359456	0.0024819347291981713	3.622154055254967e-7	75.0099993334222	31.99749990233612	0.43095053464296906
APL1	VID28	0.029807268054935207	98.74998734177134	1.1282730166054667e-8	1.7029386365926403e-12	117.19982935141161	35.68599164938534	0.8264731064583558
KAP122	KAP123	0.02133046237858823	99.8	6.340346993658943e-17	9.38669270829721e-21	199.6558288655756	74.19993261452466	0.4961400577879385
SEC26	KAP104	0.019971390883459974	98.64988596040038	1.0246950765959597e-6	1.4979986648859204e-10	100.89682849326832	49.44795243485821	0.34602921096619543
NEW1	CEX1	0.011499708716830986	96.89994840039905	0.00012973048986263791	1.9364916731037084e-8	85.14963299979631	18.94993403682451	0.5311283816582781
SEC26	SRP1	0.0357596506129129	98.94988630614995	1.3438749941865872e-8	1.9919839356781973e-12	107.47092630102338	41.14486602238485	0.42524412918706717
KAP104	UFD4	0.013114424534531982	97.39994866528421	0.0009295160030897801	1.407124727947029e-7	78.36510703112707	36.412635169677024	0.5839803574190142
TOR1	APL5	0.02951154529008491	98.94998736735644	8.378544026261365e-8	1.2513992168768527e-11	127.19764148756848	60.697034523937	1.2034134316503289
PSE1	KAP123	1.0	100.0	3.3090784215548593e-47	4.919349550499537e-51	472.9240953895244	120.19983361053376	0.5789435948135273
RRP12	MOT1	0.024247202266356446	99.449987430869	9.939818911831343e-12	1.4943225890014511e-15	168.53326081222068	64.6504447007134	1.1369935734052818
MET18	ECM29	0.03548723032883927	99.2	6.76904720030818e-8	1.0158740079360235e-11	126.8317783522726	80.39776116285826	1.0907589672580005
UTP20	KAP104	0.028812748797716017	99.29979858992665	2.1633307652783936e-9	3.2031234756093934e-13	138.64436519382966	73.24957337759723	0.5268372230018715
GCN1	STU2	0.060463737923327925	99.24998740554076	1.2296340919151519e-11	1.833030277982336e-15	165.83335008375124	42.84997082846148	0.5016536751703405
IRR1	PDS5	0.012447275573975264	96.34998702646513	0.0038170669367984626	5.735852159879994e-7	75.63610249080791	24.299794237811973	0.7138634466115794
SCC2	APL6	0.018063822384279657	98.14998726439042	7.511990415329348e-5	1.1291589790636216e-8	91.1498765769872	48.89345559479305	1.0650022073198315
KAP95	KAP114	0.24368508941428968	100.0	2.3643180835073777e-33	3.4871191548325384e-37	338.44981902787305	70.74786215851331	0.5986832416395357
KAP95	CRM1	0.03803491305644819	99.9	1.171324037147706e-19	1.7181385275931626e-23	218.69997713763027	82.49993939391713	0.5742614620768214
HEF3	KAP95	0.01111433808881245	97.0	0.0002898275349237888	4.2249260348555216e-8	79.62311222251991	22.7	0.4469045582789756
VID28	APL5	0.012656818211462268	97.24967866270819	0.0024738633753705963	3.6055512754639893e-7	73.53325778176838	36.69945503682582	0.5636177510663971
CRM1	NMD5	0.04190450952824909	99.9	3.6221540552549666e-24	5.398147830506311e-28	269.0963582064982	75.14918495898675	0.6136294096309319
GCN1	APL1	0.029756605679861724	99.2	9.011104260855047e-10	1.351665639128257e-13	142.7982843034187	57.74980519447663	0.45219700850924244
APL4	STU2	0.013233581327420398	97.7	0.00021447610589527216	3.24037034920393e-8	81.59901960195356	37.97775664780636	0.28851314960156577
GCN1	VID28	0.010597507026962301	97.04998712004036	0.0011653325705565773	1.673320053068151e-7	85.495263026673	32.7920722126553	0.32647270430110803
GCN1	VAC8	0.026359179098324304	99.1997983868919	8.774964387392122e-11	1.284523257866513e-14	142.6520241707071	47.04402193690501	0.41515869003870753
YCS4	APL2	0.03932451220919205	99.04998738011025	9.9498743710662e-12	1.4642404174178502e-15	148.8497900569564	25.98768939324926	0.8113564635466003
PDS5	RPN2	0.01	95.59994769873046	0.0041352146256270665	6.115553940568262e-7	74.94117693231138	16.04805284138858	0.7308938407536438
APL2	TPD3	0.08891978080788629	99.84998748122105	6.06217782649107e-20	8.899438184514795e-24	188.54760672042485	55.6	0.47592232308767435
SEC21	PDS5	0.023178031095337233	98.39994918697874	1.0816653826391966e-5	1.6124515496597101e-9	98.64633799589319	49.89639265518099	0.9141568789675988
HSH155	TOR2	0.07195394413516898	99.64998745609554	3.602776706930364e-14	5.30659966456864e-18	192.24453178179087	82.19993917272689	0.743888938953336
STU2	KAP123	0.04576182537125066	99.24998740554076	2.7712812921102036e-11	4.018706259482024e-15	141.98447098186477	43.63736930659318	0.41209133190231256
CRM1	KAP122	0.10160946695958605	100.0	1.6748134224444227e-49	2.5495097567963924e-53	506.399911137433	86.19947795665587	0.6427335667614941
PSE1	HEF3	0.013430333041566324	97.9499872383861	1.3364131097830492e-6	2.0149441679609885e-10	100.96118065870664	24.247474095253718	0.5906215846190147
APL3	KAP123	0.01724602595624791	98.44998730319878	2.8397182958878156e-5	4.0987803063838395e-9	91.38024950721025	54.980542012606605	0.6750280893031894
PSE1	SHE4	0.013673209470163506	98.14998726439042	0.00033763886032268264	4.964876634922564e-8	77.74869773829012	51.25280480129844	0.4483202171400413
GCN1	STU1	0.025912548969332583	98.34998729028896	4.156921938165306e-6	6.24099351065197e-10	114.54946529774813	48.0499739854248	0.43475804276560315
GCN1	RRP12	0.10927544492345187	99.84998748122105	1.341640786499874e-18	2.0049937655763422e-22	247.38526633572985	89.99861110039421	0.4163351505063107
UTP10	SXM1	0.014808657655122215	98.24988549611649	0.00012649110640673518	1.8846750383023593e-8	91.59339495837023	56.54997789566323	0.4957362575418496
MEC1	TEL1	1.0	100.0	1.0954451150103322e-122	1.5491933384829668e-126	1402.2064291679737	155.0347057919613	0.9420804607041829
YCS4	SRP1	0.011448030280045474	96.94843990493091	0.0034856850115866753	5.176871642217914e-7	65.28782428600297	30.451929331324802	0.7086934788950888
RPN2	APL5	0.014480139132908701	97.6499871991799	0.00017663521732655692	2.6832815729997475e-8	84.4318660222549	36.2	0.506897341928558
TOR1	CTR9	0.013984249229350846	98.34937722222749	0.00043474130238568316	6.48999229583518e-8	91.36257439455174	73.89566969721568	0.6663210901442044
STU2	MOT1	0.015657097648618345	98.34998729028896	1.3149144458861192e-6	1.9416487838947597e-10	111.49636765383885	41.292251089036064	0.8281871456960209
RRP12	ECM29	0.0850077776631211	99.8	2.349468024894146e-16	3.5e-20	215.48877000901928	83.59904305672404	0.4053898380348143
MOT1	NEW1	0.012761895623345542	97.59994877047836	2.097617696340303e-6	3.0724582991474434e-10	111.1798542902445	18.04993074778959	0.47341087879538235
STU1	RRP12	0.014819064700465982	97.6499871991799	0.00151657508881031	2.33238075793812e-7	81.69944920254972	47.69832282166743	0.7013573795954837
LIA1	SEC26	0.039510835921536196	98.74968354379673	9.0e-9	1.364917579929279e-12	97.85703858180054	29.209587467131406	0.7257243149089053
MSN5	KAP104	0.022463582844974503	99.7499874686709	2.3811761799581313e-16	3.5327043465311387e-20	192.14947306719318	58.999237283205616	0.47701613181486435
MOT1	TPD3	0.025820081588626146	99.64988710480308	1.5905973720586866e-14	2.4041630560342614e-18	167.34993277560645	60.69794065699429	0.8415094969231508
YEF3	SEC21	0.01007825278398534	96.1	0.006814690014960328	1.019803902718557e-6	70.39971590851769	22.782888315575793	0.5672932949228776
TOR1	APL1	0.022390333299329556	98.84998735457684	6.235382907247958e-8	9.439279633531365e-12	123.24877281336313	51.54803585006901	0.369556790799818
APL6	PSE1	0.024572523105409753	99.09994954590039	3.0495901363953814e-8	4.6e-12	113.34416614894654	56.748215830984506	0.9720076391545042
PDS5	APL1	0.018087911445661086	98.2	3.73496987939662e-5	5.551576352712804e-9	90.5244718294451	45.29955849674476	1.156133300178192
UTP20	KAP123	0.06059678724350826	99.69994984953603	1.174734012447073e-14	1.739540169125163e-18	194.7014124242554	86.5999422632602	0.3224731965177977
TTI1	RRP12	0.010698908084186099	97.6499871991799	0.005496362433464518	8.142481194328914e-7	74.44917729565586	52.32074158495845	0.9545757448247414
APL5	TPD3	0.04775688379138653	99.69994984953603	1.0583005244258364e-14	1.5491933384829667e-18	153.5812488554511	58.6992333851133	0.5146418653386333
VAC14	UTP20	0.017830358953956127	98.34998729028896	6.87749954561976e-6	1.0430723848324237e-9	107.44989530008858	49.54573644623723	0.9023020380090087
ECM29	KAP114	0.018035152306241874	98.94998736735644	2.418677324489565e-6	3.602776706930364e-10	110.34500441796176	74.8495824971656	0.3578657463764792
TOR2	CEX1	0.011057474177292734	96.79979338820925	0.0029999999999999996	4.4497190922573977e-7	78.65583258729133	31.19935896777368	0.564913866396696
SHE4	SEC21	0.016035520865020338	98.34998729028896	0.00012798437404620925	1.979898987322333e-8	83.3961629812787	53.8	0.3231984989141084
ENT1	LSB5	0.01180856600420632	97.8999489274637	1.7096783323186852e-7	2.545584412271571e-11	89.14258241715908	13.449907062875937	0.7685005446944075
MOT1	INO80	0.14775918651769837	100.0	1.427235089254745e-63	2.083266665599966e-67	694.9181822344268	55.14888938138283	1.4808961668981808
SRP1	SHE4	0.12691650145964223	99.69994984953603	2.3558437978779493e-17	3.478505426185217e-21	171.6934477491788	42.549265563579354	0.527701978837846
TOR1	KAP123	0.08172075053818934	99.9	4.0914545090957566e-22	6.141661013113635e-26	275.34236869759076	98.79873480971301	0.41804437753444507
PDS5	APL5	0.019415444878732566	98.1	0.0002437211521390788	3.6373066958946426e-8	86.37447539638084	53.64326611980296	0.9316853181671186
YAP1802	ENT1	0.016473324516446338	99.14998739283833	2.2449944320643648e-13	3.394112549695428e-17	141.19943342662535	14.587666023048376	1.3551922135725945
KAP120	KAP122	0.02355527505419718	99.9	7.071067811865475e-20	1.0497618777608569e-23	228.87168894382722	71.7993732563175	0.4698154557908881
NEW1	TPD3	0.01599804169159128	98.44988572873002	1.2037441588643328e-7	1.8138357147217056e-11	98.01999795960006	29.349957410531278	0.4844063881952405
SRP1	UFD4	0.12102845667008921	99.7499874686709	3.263433774416144e-19	5.029910535983717e-23	199.44224727975765	46.699571732511636	0.6319826081516248
RFC1	YTA7	0.015087797476284583	98.6	1.0217631819555841e-9	1.5297058540778355e-13	135.7359937525784	22.44548952462387	0.8050763250449544
KAP104	KAP120	0.059040749673453116	99.9499874937461	3.3674916480965475e-25	5.082322303829225e-29	266.2995306041676	72.09937586415018	0.43890927934137647
VMA13	USO1	0.010792244704280548	97.04988408030171	0.0011798304963002101	1.7349351572897473e-7	75.33206488607624	29.649957841454007	0.561512095553147
GGA2	ENT3	0.012741141004117546	96.8499870934426	7.162401831787993e-5	1.051189802081432e-8	73.839420366089	13.096564434995921	0.7527012823091276
TPD3	CEX1	0.013980394171306332	98.79979757064282	1.7105554653386716e-9	2.481934729198171e-13	109.26664632906053	27.398357615010433	0.7155344357861553
TOR2	TOR1	1.0	100.0	0.0	0.0	2112.2978909235317	301.34780569965994	1.0141510665475462
APL5	MOT1	0.014624634030623003	98.24998727735286	4.2426406871192855e-5	6.363961030678928e-9	97.73771022486663	52.395324218865184	1.2899921450223133
TPD3	MTR10	0.010644670361538636	97.49979487157908	0.0031622776601683794	4.743416490252569e-7	63.742921175609766	53.69916200463467	0.8764428958576052
ENT3	ENT2	0.05707301455353496	100.0	6.957010852370434e-36	1.0387492478938311e-39	311.89806026969774	18.6	2.1530939594375673
SXM1	GCN1	0.012851284100043301	98.54988584468275	8.48528137423857e-5	1.286856635371633e-8	98.29816885374824	72.58650012226792	0.6560400857908427
